image	tool	kind	units	utf8	script	dir	name
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	93	93	none	/Bhrashtachar Murdabad (1977)	Bhrashtachar Muradabad   O Raj Re   Gujarati Song   Mahendra Kapoor & Usha Mangeshkar (2).mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	89	89	none	/Bhrashtachar Murdabad (1977)	Bhrashtachar Muradabad   O Raj Re   Gujarati Song   Mahendra Kapoor & Usha Mangeshkar.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	94	94	none	/Bhrashtachar Murdabad (1976)	Bhrashtachar Muradabad   O Raj Re   Gujarati Song   Mahendra Kapoor  u0026 Usha Mangeshkar.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	89	89	none	/Bhrashtachar Murdabad (1976)	Bhrashtachar Muradabad   O Raj Re   Gujarati Song   Mahendra Kapoor & Usha Mangeshkar.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	96	96	none	/Bhrashtachar Muradabad (1977)	Bhrashtachar Muradabad.1977.O Raj Re   Gujarati Song   Mahendra Kapoor & Usha Mangeshkar (2).mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	93	93	none	/Bhaktashri Ranima Rudima (1980)	Bhaktashri Ranima Rudima   Nanpan Na Chhe   Gujarati Song   Praful Dave & Usha Mangeshkar.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	102	102	none	/Bhaktashri Ranima Rudima (1980)	Bhaktashri Ranima Rudima   Shun Re Karun Jasoda Maay Re   Gujarati Song   Hansa Dave & Praful Dave.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	92	92	none	/Bhai Bandhi (1989)	Bhai Bandhi   Chakli Nani Nefaidko Moto   Gujarati Song   Preeti Sagar & Mahendra Kapoor.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	98	98	none	/Bhai Bahen Chalya Mosal (1980)	Bhai Bahen Chalya Mosa   Gujarati Movie- Bhai Bahen Chalya Mosa   Madhavi Pandya & Praful Dave.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	96	96	none	/Bhagwan Shree Krishna (1984)	Bhagwaan Shree Krishna   Holi Aavi Re   Gujarati Movie Song   Asha Bhosle & Veljibhai Gajjar.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	96	96	none	/Bhagwan Shree Krishna (1984)	Bhagwaan Shree Krishna   Jal Kamal Chhandi (Part-1)   Gujarati Song   Anuradha & Madhu Bohra.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	99	99	none	/Bhagat Narshi Mehta 1980	Ashapuri Kar Ashavari Tu By Avinash Vyas  Bhagat narshi Mehta  Hit Gujarti Bhajan  Sudhir Dalvi.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	99	99	none	/Bhagat Narshi Mehta 1980	Ek Veslo Vaasno Katko By Avinash Vyas  Bhagat narshi Mehta  Gujarati Garba Songs  Navratri Hits.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	97	97	none	/Bhagat Narshi Mehta 1980	Jaag Ne Jaadava By Avinash Vyas  Bhagat narshi Mehta  Super Hit Gujarati Bhajan  Sudhir Dalvi.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	97	97	none	/Bhagat Narshi Mehta 1980	Mari Hundi Swikaro Maharaj Re By Avinash Vyas  Bhagat narshi Mehta  Super Hit Gujarati Bhajan.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	97	97	none	/Bhagat Narshi Mehta 1980	Naath Tame Nirdhaniya By Avinash Vyas  Bhagat narshi Mehta  Hit Gujarati Bhajan  Sudhir Dalvi.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	99	99	none	/Bhagat Narshi Mehta 1980	Pat Mori Rakho Jag Data By Avinash Vyas  Bhagat narshi Mehta  Hit Gujarati Bhajan  Sudhir Dalvi.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	93	93	none	/Bhagat Narshi Mehta 1980	Taagad Dhin Taagad Dhin Nobat Gaaje By Avinash Vyas  Bhagat narshi Mehta  Gujarati Bhajan.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	92	92	none	/Bhagat Narshi Mehta 1980	Vaishnav jan To Tene Kahiye By Avinas Vash  Bhagat narshi Mehta  Hit Gujarati Bhajan (1).mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	102	102	none	/Bhagat Gora Kumbhar (1978)	Bhagat Gora Kumbhar   Validani Vansali Kyan Vaagi   Gujarati Song   Damayanti Bardai & Praful Dave.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	97	97	none	/Bhabhi (1976)	Bhabhi   Sava Bashenun Maru Datardu   Gujarati Movie Song   Mahendra Kapoor & Suman Kalyanpur.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	93	93	none	/Ashadhi Beej (1979)	Ashadhi Beej   Ashadhi Beejni Raataldi   Gujarati Song   Diwaliben Bhil & Usha Mangeshkar.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	98	98	none	/Ashadhi Beej (1979)	Ashadhi Beej   Ja Jare Roya Luchcha Gamar   Gujarati Song   Praful Dave  u0026 Usha Mangeshkar.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	90	90	none	/Ashadhi Beej (1979)	Ashadhi Beej   Paal Mathe Peepalo   Gujarati Song   Bharati Kunchala & Mahendra Kapoor.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	110	110	none	/Anganiya Sajavo Raj (1999)	Anganiya Sajavo Raj (1999) - Meena Patel - Listen to Anganiya Sajavo Raj songs_music online - MusicIndia~0.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	110	110	none	/Anganiya Sajavo Raj (1999)	Anganiya Sajavo Raj (1999) - Meena Patel - Listen to Anganiya Sajavo Raj songs_music online - MusicIndia~1.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	110	110	none	/Anganiya Sajavo Raj (1999)	Anganiya Sajavo Raj (1999) - Meena Patel - Listen to Anganiya Sajavo Raj songs_music online - MusicIndia~2.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	110	110	none	/Anganiya Sajavo Raj (1999)	Anganiya Sajavo Raj (1999) - Meena Patel - Listen to Anganiya Sajavo Raj songs_music online - MusicIndia~3.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	110	110	none	/Anganiya Sajavo Raj (1999)	Anganiya Sajavo Raj (1999) - Meena Patel - Listen to Anganiya Sajavo Raj songs_music online - MusicIndia~4.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	110	110	none	/Anganiya Sajavo Raj (1999)	Anganiya Sajavo Raj (1999) - Meena Patel - Listen to Anganiya Sajavo Raj songs_music online - MusicIndia~5.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	110	110	none	/Anganiya Sajavo Raj (1999)	Anganiya Sajavo Raj (1999) - Meena Patel - Listen to Anganiya Sajavo Raj songs_music online - MusicIndia~6.mp3
gujarati-movie-song-vol-01-a-to-k__Gujarati_Movie_Song_Vol-01__A_to_K_.iso	PowerISO	f	86	86	none	/Amar Devdas (1981)	Gokulni Govalni Re Jobaniye   Gujarati Movie Song   Praful Dave & Damayanti Bardai.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	90	90	none	/Raja Gopichand (1979)	Eklo Re Jaje Dikra Kano Desh Re Bharathri - Raja Gopichand - Gujarati devotional Songs.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	87	87	none	/Prutravadhu (1982)	Aankhadi Ladi   Naresh Kanodia, Kanchan, Badri Pawar, Usha Timothy   Putravadhu (2).mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	106	106	none	/Pardesi Maniyaro (1998)	Chhokara Rup Maru Manto Jaa   Pardeshi Maniyaro   Gujarati Love Songs   Naresh Kanodia, Roma Manek (2).mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	102	102	none	/Pardesi Maniyaro (1998)	Chhokara Rup Maru Manto Jaa   Pardeshi Maniyaro   Gujarati Love Songs   Naresh Kanodia, Roma Manek.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	108	108	none	/Pardesi Maniyaro (1998)	Dhanya Dhara Mara Gujarat Ni   Pardeshi Maniyaro   Gujarati Garba Songs   Naresh Kanodia, Roma Manek (2).mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	104	104	none	/Pardesi Maniyaro (1998)	Dhanya Dhara Mara Gujarat Ni   Pardeshi Maniyaro   Gujarati Garba Songs   Naresh Kanodia, Roma Manek.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	88	88	none	/Pardesi Maniyaro (1998)	Kedlo Maro Meli De   Pardeshi Maniyaro   Gujarati Songs   Naresh Kanodia, Roma Manek.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	101	101	none	/Pardesi Maniyaro (1998)	Lal Gadi Aavi Gulabi Gajaro Lavi   Pardeshi Maniyaro   Gujarati Song   Naresh Kanodia, Roma Manek.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	87	87	none	/Pardesi Maniyaro (1998)	Mat Jajo Mat Jajo   Pardeshi Maniyaro   Gujarati Songs   Naresh Kanodia, Roma Manek.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	101	101	none	/Pardesi Maniyaro (1998)	Mat Jajo Pardesh Piyuda Mat Jajo   Pardeshi Maniyaro   Gujarati Song   Naresh Kanodia, Roma Manek.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	101	101	none	/Paraka Padar Ni Gorande (2003)	Paraka Padar Ni Gorande - Listen to Paraka Padar Ni Gorande songs_music online - MusicIndiaOnline.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	103	103	none	/Paraka Padar Ni Gorande (2003)	Paraka Padar Ni Gorande - Listen to Paraka Padar Ni Gorande songs_music online - MusicIndiaOnline_2.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	103	103	none	/Paraka Padar Ni Gorande (2003)	Paraka Padar Ni Gorande - Listen to Paraka Padar Ni Gorande songs_music online - MusicIndiaOnline_3.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	103	103	none	/Paraka Padar Ni Gorande (2003)	Paraka Padar Ni Gorande - Listen to Paraka Padar Ni Gorande songs_music online - MusicIndiaOnline_4.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	103	103	none	/Paraka Padar Ni Gorande (2003)	Paraka Padar Ni Gorande - Listen to Paraka Padar Ni Gorande songs_music online - MusicIndiaOnline_5.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	103	103	none	/Paraka Padar Ni Gorande (2003)	Paraka Padar Ni Gorande - Listen to Paraka Padar Ni Gorande songs_music online - MusicIndiaOnline_6.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	103	103	none	/Paraka Padar Ni Gorande (2003)	Paraka Padar Ni Gorande - Listen to Paraka Padar Ni Gorande songs_music online - MusicIndiaOnline_7.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	103	103	none	/Paraka Padar Ni Gorande (2003)	Paraka Padar Ni Gorande - Listen to Paraka Padar Ni Gorande songs_music online - MusicIndiaOnline_8.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	98	122	Gujarati	/Meru Malan (1985)	Jaag Re Malan Jaag   જાગ રે માલણ જાગ   Audio Song   Meru malan   Praful Dave   Mahesh - Naresh.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	100	124	Gujarati	/Meru Malan (1985)	Jaag Re Malan Jaag   જાગ રે માલણ જાગ   Audio Song   Meru malan   Praful Dave   Mahesh - Naresh_2.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	94	136	Gujarati	/Meru Malan (1985)	Ke Odhni Odhu Odhu Ne   Audio Song   ઓઢની ઓઢું ઓઢું ને ઊડી જાયે   Alka Yagnik   Paful Dave.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	93	133	Gujarati	/Meru Malan (1985)	Tu Maro Meru Tu Mari Malan   તુ મારો મેરુ તુ મારી માલણ   Usha Mangeshkar, Viraj Upadhyaya.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	95	135	Gujarati	/Meru Malan (1985)	Tu Maro Meru Tu Mari Malan   તુ મારો મેરુ તુ મારી માલણ   Usha Mangeshkar, Viraj Upadhyaya_2.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	90	90	none	/Mendi Rang Lagyo (1960)/Movie Print Song	Nayan Chakchoor Chhe Mohammad Rafi Lata Mangeshkar Mehndi Rang Lagyo Music Chitragupta.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	86	86	none	/Mena Gurjari (1975)	Chundadi Odhadi Mane Yashdana Kaan Gheli Kari mena gurjari Gujarati Marriage songs.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	97	97	none	/Mena Gurjari (1975)	Mena Gurjari 1975 Ardhi Raataldiye Mane Re Jagadi Chhandhhede Dilip Dholakia, Usha Mangeshkar.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Mehandi rang Lagyo (2002)	Mehandi Rang Lagyo - Anand-Milind, Mahesh - Naresh - Listen to Mehandi Rang Lagyo songs_music online - M~0.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Mehandi rang Lagyo (2002)	Mehandi Rang Lagyo - Anand-Milind, Mahesh - Naresh - Listen to Mehandi Rang Lagyo songs_music online - M~1.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Mehandi rang Lagyo (2002)	Mehandi Rang Lagyo - Anand-Milind, Mahesh - Naresh - Listen to Mehandi Rang Lagyo songs_music online - M~2.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Mehandi rang Lagyo (2002)	Mehandi Rang Lagyo - Anand-Milind, Mahesh - Naresh - Listen to Mehandi Rang Lagyo songs_music online - M~3.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Mehandi rang Lagyo (2002)	Mehandi Rang Lagyo - Anand-Milind, Mahesh - Naresh - Listen to Mehandi Rang Lagyo songs_music online - M~4.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Mehandi rang Lagyo (2002)	Mehandi Rang Lagyo - Anand-Milind, Mahesh - Naresh - Listen to Mehandi Rang Lagyo songs_music online - M~5.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Mehandi rang Lagyo (2002)	Mehandi Rang Lagyo - Anand-Milind, Mahesh - Naresh - Listen to Mehandi Rang Lagyo songs_music online - M~6.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	94	94	none	/Marad No Mandavo (1983)	Amo Tara Sahare O Mata   Marad No Mandavo   Naresh Kanodia, Prema Narayan   Gujarati Songs.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	95	95	none	/Marad No Mandavo (1983)	Bhagwati Bheed Bhang Ne   Marad No Mandavo   Naresh Kanodia, Prema Narayan   Gujarati Songs.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	86	86	none	/Marad No Mandavo (1983)	He Rang Rasiyo   Marad No Mandavo   Naresh Kanodia, Prema Narayan   Gujarati Songs.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	90	90	none	/Marad No Mandavo (1983)	Lagyo Amba Bhavani No Rang Lagyo   Marad No Mandavo   Gujarati Songs   Devotional Song.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	89	89	none	/Marad No Mandavo (1983)	Lagyo Amba Bhavanino Rang Lagyo   Marad No Mandavo   Gujarati Song   Devotional Songs.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	92	92	none	/Marad No Mandavo (1983)	Mara Joban Na Vaarle   Marad No Mandavo   Naresh Kanodia, Prema Narayan   Gujarati Songs.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	101	101	none	/Marad No Mandavo (1983)	O Gori Tame Amara Man Hariya   Marad No Mandavo   Naresh Kanodia, Prema Narayan   Gujarati Songss.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	93	93	none	/Marad No Mandavo (1983)	O Mavadi Taro Saharo   Marad No Mandavo   Naresh Kanodia, Prema Narayan,   Gujarati Songs.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	94	114	Gujarati	/Machhu Tara Vaheta Paani	Sati Ame Valu Tu  Machchu Tara Vahata Paani મચછ તર વહત પન Movie  Upendra Trivedi  Snehlata.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	101	131	Gujarati	/Machhu Tara Vaheta Paani	ખેલો ખેલો રામ દેવા Khelo Khelo Ram Deva Gujarati Video Song  Machu Tara Vehta Pani  Gujarati Geet.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	101	137	Gujarati	/Machhu Tara Vaheta Paani	મચ્છુ તારા વેહતા પાણી  Machu Tara Vehta Pani Gujarati Video Song   Upendra Trivedi  Gujarati Geet.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Maare Todale Betho Mor (1991)	Maare Todale Betho Mor (1991) - Mahesh-Naresh - Listen to Maare Todale Betho Mor songs_music online - Mu~0.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Maare Todale Betho Mor (1991)	Maare Todale Betho Mor (1991) - Mahesh-Naresh - Listen to Maare Todale Betho Mor songs_music online - Mu~1.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Maare Todale Betho Mor (1991)	Maare Todale Betho Mor (1991) - Mahesh-Naresh - Listen to Maare Todale Betho Mor songs_music online - Mu~2.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Maare Todale Betho Mor (1991)	Maare Todale Betho Mor (1991) - Mahesh-Naresh - Listen to Maare Todale Betho Mor songs_music online - Mu~3.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Maare Todale Betho Mor (1991)	Maare Todale Betho Mor (1991) - Mahesh-Naresh - Listen to Maare Todale Betho Mor songs_music online - Mu~4.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	110	110	none	/Maare Todale Betho Mor (1991)	Maare Todale Betho Mor (1991) - Mahesh-Naresh - Listen to Maare Todale Betho Mor songs_music online - Mu~5.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	100	100	none	/Lankani Ladi Ne Ghoghano Var (1978)	Lankani Ladi Ne Ghoghanovar   He Jode Rahe Jo Raj   Gujarati Song   Praful Dave & Diwaliben Bhil.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	100	100	none	/Lankani Ladi Ne Ghoghano Var (1978)	Lankani Ladi Ne Ghoghanovar   Laving Keri Lakadi   Gujarati Song   Praful Dave & Usha Mangeshkar.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	87	87	none	/Lankani Ladi Ne Ghoghano Var (1978)	Lankani Ladi Ne Ghoghanovar   Mara Sahyabani Pachadie   Gujarati Song   Rajul Mehta.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	91	91	none	/Lankani Ladi Ne Ghoghano Var (1978)	Lankani Ladi Ne Ghoghanovar   Meladi Maani   Gujarati Song   Praful Dave & Pranlal Vyas.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	99	99	none	/Lankani Ladi Ne Ghoghano Var (1978)	Lankani Ladi Ne Ghoghanovar   Ramnan Baan Vagyan   Gujarati Song   Praful Dave & Diwaliben Bhil.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	98	98	none	/Lankani Ladi Ne Ghoghano Var (1978)	Lankani Ladi Ne Ghoghanovar   Rumal Maro Leta Jajo [ Lokgeet]   Gujarati Song   Diwaliben Bhil.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	91	91	none	/Lankani Ladi Ne Ghoghano Var (1978)	Lankani Ladi Ne Ghoghanovar  Title Song   Gujarati Song   Diwaliben Bhil & Anandkumar C.mp3
gujarati-movie-song-vol-02-l-to-r__Gujarati_Movie_Song_Vol-02__L_to_R_.iso	PowerISO	f	88	88	none	/Lalwadi Pholwadi (1979)	Lalwadi Pholwadi   Aso Masna Ajwalan   Gujarati Song   Usha Mangeshkar & Praful Dave.mp3
gujarati-movie-song-vol-03-s-to-z__Gujarati_Movie_Song_Vol-03__S_to_Z_.iso	PowerISO	f	103	103	none	/Ver Ni Vasulat (1978)	Most Famous Song  Mero Khoi Gayao Baju Band  Special Haryanvi Song - Ram Avtar Sharma #Ambey Bhakti.mp3
gujarati-movie-song-vol-03-s-to-z__Gujarati_Movie_Song_Vol-03__S_to_Z_.iso	PowerISO	f	109	109	none	/Veer Baavaawaalo (1990)	Veer Baavaawaalo (1990) - Gaurang Vyas - Listen to Veer Baavaawaalo songs_music online - MusicIndiaOnline.mp3
gujarati-movie-song-vol-03-s-to-z__Gujarati_Movie_Song_Vol-03__S_to_Z_.iso	PowerISO	f	110	110	none	/Veer Baavaawaalo (1990)	Veer Baavaawaalo (1990) - Gaurang Vyas - Listen to Veer Baavaawaalo songs_music online - MusicIndiaOnlin~0.mp3
gujarati-movie-song-vol-03-s-to-z__Gujarati_Movie_Song_Vol-03__S_to_Z_.iso	PowerISO	f	110	110	none	/Veer Baavaawaalo (1990)	Veer Baavaawaalo (1990) - Gaurang Vyas - Listen to Veer Baavaawaalo songs_music online - MusicIndiaOnlin~1.mp3
